"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0019693","GO:0019693","ribose phosphate metabolic process",101,-0.493384488144228,-2.05470907143626,1.43413833327637e-06,3.50844276314566e-05,2.73044186106622e-05,755,"tags=34%, list=12%, signal=30%","YAR015W/YBR127C/YMR205C/YJL005W/YER099C/YOR347C/YOL056W/YER005W/YGR192C/YDR399W/YMR271C/YOL061W/YGR240C/YJR105W/Q0085/YKL181W/YNR012W/YOR344C/YLR446W/YDL021W/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0044283","GO:0044283","small molecule biosynthetic process",347,-0.335239050926739,-1.6401070423493,1.70604511098013e-06,4.1140059247635e-05,3.20172074962887e-05,831,"tags=24%, list=13%, signal=22%","YMR220W/YNL280C/YPR069C/YJL167W/YML126C/YBR026C/YIL046W/YEL046C/YBR145W/YGL227W/YHR208W/YNL256W/YBR239C/YPL273W/YHR063C/YJR148W/YHR190W/YPR121W/YDR017C/YMR208W/YER061C/YLR410W/YGR192C/YJR024C/YIL020C/YDR399W/YLL058W/YGL012W/YHR046C/YLR450W/YMR202W/YDL015C/YMR271C/YOR171C/YOL055C/YNR016C/YGL009C/YJR105W/YPL280W/YAL061W/YMR207C/YHR067W/YLR100W/YOR391C/YPL231W/YPL028W/YGR144W/YIR033W/YEL071W/YHR037W/YFR055W/YMR272C/YLR044C/YLR231C/YJR009C/YHR072W/YNR043W/YGL001C/YKL182W/YDR050C/YGR175C/YBR196C/YJL196C/YMR170C/YMR303C/YLR056W/YLR134W/YIL053W/YHR007C/YML075C/YCL018W/YOL086C/YOR047C/YMR015C/YPR035W/YOL126C/YKL152C/YKL060C/YGR060W/YPL095C/YCR012W/YGR087C/YGL055W/YJL052W"
"GO:0006696","GO:0006696","ergosterol biosynthetic process",35,-0.668950165357328,-2.25239666536603,2.85497100160089e-06,6.6933209037532e-05,5.20906989765777e-05,1053,"tags=63%, list=16%, signal=53%","YLR228C/YER125W/YMR220W/YNL280C/YJL167W/YML126C/YHR190W/YMR208W/YGL012W/YLR450W/YMR202W/YLR100W/YPL028W/YHR072W/YNR043W/YGL001C/YGR175C/YLR056W/YHR007C/YML075C/YMR015C/YGR060W"
"GO:0016129","GO:0016129","phytosteroid biosynthetic process",35,-0.668950165357328,-2.25239666536603,2.85497100160089e-06,6.6933209037532e-05,5.20906989765777e-05,1053,"tags=63%, list=16%, signal=53%","YLR228C/YER125W/YMR220W/YNL280C/YJL167W/YML126C/YHR190W/YMR208W/YGL012W/YLR450W/YMR202W/YLR100W/YPL028W/YHR072W/YNR043W/YGL001C/YGR175C/YLR056W/YHR007C/YML075C/YMR015C/YGR060W"
"GO:0009259","GO:0009259","ribonucleotide metabolic process",94,-0.48891800339169,-2.03303601503498,3.20208677858034e-06,7.40427737293647e-05,5.76237101610421e-05,755,"tags=33%, list=12%, signal=30%","YAR015W/YBR127C/YMR205C/YJL005W/YOR347C/YOL056W/YER005W/YGR192C/YDR399W/YMR271C/YGR240C/YJR105W/Q0085/YNR012W/YOR344C/YLR446W/YDL021W/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0043632","GO:0043632","modification-dependent macromolecule catabolic process",197,0.421426338563085,1.76204837136188,3.41422971256683e-06,7.7881348038011e-05,6.06110765474169e-05,1228,"tags=38%, list=19%, signal=31%","YPL106C/YPR103W/YHR027C/YDL007W/YBR169C/YFR004W/YAL005C/YIL075C/YBR173C/YBL041W/YNL007C/YDR363W-A/YBR101C/YGL011C/YFR010W/YFR052W/YDR427W/YGR253C/YGL048C/YBR114W/YOR261C/YKL054C/YNL155W/YDR394W/YHR200W/YDR177W/YOL038W/YJL144W/YBR158W/YGR048W/YER021W/YOR157C/YOR257W/YDR002W/YGR135W/YLR167W/YDR054C/YFR050C/YBL058W/YDR358W/YLL024C/YDL126C/YDR219C/YML092C/YBR082C/YPL009C/YNR075W/YOR259C/YHL002W/YER012W/YBR172C/YDR255C/YEL012W/YGL116W/YER094C/YKR094C/YMR314W/YBR290W/YDR273W/YEL037C/YBL022C/YBR105C/YOR362C/YNR006W/YPR108W/YMR276W/YJL001W/YDL097C/YFR036W/YDL132W/YMR100W/YOR117W/YOL115W/YFL062W"
"GO:0009117","GO:0009117","nucleotide metabolic process",184,-0.393452016646126,-1.80196262573416,3.65314549244987e-06,8.2220127883405e-05,6.39877273624903e-05,919,"tags=31%, list=14%, signal=27%","YJR133W/YHL011C/YGR010W/YDR481C/YMR120C/YPR021C/YOL059W/YAR015W/YEL041W/YBR127C/YMR205C/YBR145W/YJL005W/YER099C/YOR347C/YJR051W/YOL056W/YJR078W/YER005W/YGR192C/YDL085W/YDR399W/YLR014C/YHR074W/YGR256W/YMR271C/YOL061W/YMR315W/YGR240C/YJR105W/Q0085/YKL181W/YNR012W/YOR344C/YLR446W/YDL021W/YHR202W/YNL129W/YLR231C/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YMR303C/YGR254W/YGL253W/YOL086C/YHR183W/YJL116C/YNL141W/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0046395","GO:0046395","carboxylic acid catabolic process",83,-0.495046887422525,-2.01760786448502,4.71438424057125e-06,0.00010202411023185,7.94001556306736e-05,739,"tags=35%, list=11%, signal=31%","YEL046C/YDR539W/YHR208W/YJR148W/YDL215C/YJR078W/YPR128C/YBR006W/YML076C/YER010C/YKL106W/YJR019C/YEL020C/YOR363C/YGL196W/YNL239W/YKR009C/YER043C/YGL205W/YHR037W/YFR055W/YLR044C/YLR231C/YIR023W/YLR134W/YCL064C/YLR142W/YPL095C/YGR087C"
"GO:0016054","GO:0016054","organic acid catabolic process",84,-0.491939514489544,-2.00840058557813,4.68736771197198e-06,0.00010202411023185,7.94001556306736e-05,739,"tags=35%, list=11%, signal=31%","YEL046C/YDR539W/YHR208W/YJR148W/YDL215C/YJR078W/YPR128C/YBR006W/YML076C/YER010C/YKL106W/YJR019C/YEL020C/YOR363C/YGL196W/YNL239W/YKR009C/YER043C/YGL205W/YHR037W/YFR055W/YLR044C/YLR231C/YIR023W/YLR134W/YCL064C/YLR142W/YPL095C/YGR087C"
"GO:0019941","GO:0019941","modification-dependent protein catabolic process",192,0.428521591224772,1.78636521448084,4.59525250110389e-06,0.00010202411023185,7.94001556306736e-05,1150,"tags=37%, list=18%, signal=31%","YPL106C/YPR103W/YHR027C/YDL007W/YBR169C/YFR004W/YAL005C/YIL075C/YBR173C/YBL041W/YNL007C/YDR363W-A/YBR101C/YGL011C/YFR010W/YFR052W/YDR427W/YGR253C/YGL048C/YBR114W/YOR261C/YKL054C/YNL155W/YDR394W/YHR200W/YDR177W/YOL038W/YJL144W/YBR158W/YGR048W/YER021W/YOR157C/YOR257W/YDR002W/YGR135W/YLR167W/YDR054C/YFR050C/YBL058W/YDR358W/YLL024C/YDL126C/YDR219C/YML092C/YBR082C/YPL009C/YNR075W/YOR259C/YHL002W/YER012W/YBR172C/YDR255C/YEL012W/YGL116W/YER094C/YKR094C/YMR314W/YBR290W/YDR273W/YEL037C/YBL022C/YBR105C/YOR362C/YNR006W/YPR108W/YMR276W/YJL001W/YDL097C/YFR036W/YDL132W/YMR100W"
"GO:0010499","GO:0010499","proteasomal ubiquitin-independent protein catabolic process",17,0.810517293400472,2.1600463963894,5.0375985895395e-06,0.000107638815432186,8.37697940006035e-05,1087,"tags=94%, list=17%, signal=79%","YPL106C/YPR103W/YBR169C/YBL041W/YGL011C/YGR253C/YOL038W/YOR157C/YGR135W/YFR050C/YML092C/YER012W/YER094C/YMR314W/YOR362C/YJL001W"
"GO:0006163","GO:0006163","purine nucleotide metabolic process",139,-0.430828633832325,-1.90064481641489,5.60558181255671e-06,0.000118277776244947,9.20495539746155e-05,919,"tags=36%, list=14%, signal=32%","YJR133W/YHL011C/YGR010W/YMR120C/YPR021C/YOL059W/YAR015W/YEL041W/YBR127C/YMR205C/YBR145W/YJL005W/YER099C/YOR347C/YOL056W/YJR078W/YGR192C/YDL085W/YDR399W/YHR074W/YGR256W/YOL061W/YMR315W/YGR240C/YJR105W/Q0085/YKL181W/YOR344C/YLR446W/YDL021W/YHR202W/YNL129W/YLR231C/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YMR303C/YGR254W/YGL253W/YOL086C/YHR183W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0000103","GO:0000103","sulfate assimilation",10,0.884637458740841,2.04212897643831,5.9780712520613e-06,0.000124580052759006,9.69542939905458e-05,359,"tags=70%, list=6%, signal=66%","YKL001C/YPR167C/YFR030W/YKR069W/YJR010W/YGR209C/YJR137C"
"GO:0015849","GO:0015849","organic acid transport",78,-0.516207308592079,-2.08023553936667,6.13442575340618e-06,0.000126279398435971,9.82768079621427e-05,875,"tags=40%, list=14%, signal=35%","YKL174C/YPR021C/YMR034C/YOR307C/YBR041W/YIL121W/YLL015W/YOL147C/YJL078C/YKL120W/YEL064C/YPR058W/YBR043C/YCR028C/YIL088C/YGR191W/YGL077C/YIL166C/YJL079C/YEL062W/YPL265W/YNL065W/YJL193W/YGR260W/YEL063C/YMR246W/YNL101W/YOR348C/YDL210W/YKR039W/YJR152W"
"GO:0008654","GO:0008654","phospholipid biosynthetic process",124,-0.437838939542659,-1.88827277728907,6.39066555521035e-06,0.000129969198279459,0.000101148390778726,1503,"tags=49%, list=23%, signal=39%","YNL106C/YBL039C/YGR170W/YPL076W/YPR113W/YJR013W/YDR319C/YML059C/YDR287W/YCL004W/YNL267W/YJL062W/YGR007W/YJL153C/YOR149C/YOR311C/YPL175W/YDR147W/YLR386W/YBR042C/YFL025C/YLR305C/YLR088W/YLR459W/YIL039W/YDR434W/YGR046W/YHL020C/YCR044C/YAL009W/YMR220W/YLL031C/YOR175C/YLR347C/YJL167W/YML126C/YOR109W/YNL264C/YNL054W/YIL002C/YMR013C/YHR123W/YDR017C/YMR208W/YPL031C/YLR240W/YLR133W/YGL142C/YGR149W/YNL169C/YHR046C/YDR123C/YBR029C/YCR017C/YKR070W/YCL052C/YER043C/YNL130C/YNR043W/YKR031C/YGR157W"
"GO:0006650","GO:0006650","glycerophospholipid metabolic process",125,-0.440444924034654,-1.90041137075596,6.96638626003054e-06,0.000139991190558709,0.00010894799564559,1515,"tags=46%, list=23%, signal=36%","YJR110W/YNL106C/YGR170W/YPL076W/YPR113W/YJR013W/YML059C/YDR287W/YCL004W/YNL267W/YJL062W/YGR007W/YMR008C/YOR149C/YOR311C/YPL175W/YOL065C/YDR147W/YLR386W/YBR042C/YFL025C/YPL103C/YLR305C/YLR088W/YLR459W/YDR072C/YIL039W/YDR434W/YGR046W/YCR044C/YLL031C/YOR175C/YLR347C/YOR109W/YNL264C/YNL054W/YIL002C/YHR123W/YDR017C/YLR240W/YLR133W/YGL142C/YGR149W/YNL169C/YHR046C/YBR029C/YKL212W/YNL087W/YCR017C/YKR070W/YCR068W/YPL206C/YCL052C/YPL110C/YER043C/YNL130C/YKR031C/YGR157W"
"GO:0010498","GO:0010498","proteasomal protein catabolic process",167,0.443585430026095,1.82348119746174,8.44228553974279e-06,0.000167653858718657,0.000130476437815467,1139,"tags=37%, list=18%, signal=31%","YPL106C/YJL034W/YPR103W/YHR027C/YDL007W/YBR169C/YFR004W/YAL005C/YIL075C/YBL041W/YNL007C/YDR363W-A/YBR101C/YGL011C/YFR010W/YFR052W/YGR253C/YGL048C/YOR261C/YNL155W/YDR394W/YHR200W/YDR177W/YOL038W/YJL144W/YBR158W/YGR048W/YOR157C/YOR257W/YGR135W/YLR378C/YDR054C/YCL043C/YFR050C/YBL058W/YJR117W/YLL024C/YDL126C/YDR219C/YML092C/YBR082C/YPL009C/YOR259C/YMR067C/YER012W/YBR172C/YDR255C/YMR184W/YEL012W/YGL116W/YER094C/YMR314W/YEL037C/YBR105C/YOR362C/YPR108W/YMR276W/YJL001W/YFR036W/YDL095W/YDL132W"
"GO:0015677","GO:0015677","copper ion import",11,-0.864999346014906,-2.15433252704792,8.64975589210443e-06,0.00016782514880313,0.000130609744142121,784,"tags=82%, list=12%, signal=72%","YLL051C/YHR175W/YOL152W/YPR124W/YLR411W/YOR384W/YLR214W/YOR381W/YMR319C"
"GO:0046942","GO:0046942","carboxylic acid transport",76,-0.510143445697542,-2.04587166788442,8.58346388954893e-06,0.00016782514880313,0.000130609744142121,875,"tags=39%, list=14%, signal=35%","YKL174C/YPR021C/YMR034C/YOR307C/YBR041W/YIL121W/YLL015W/YOL147C/YJL078C/YKL120W/YEL064C/YPR058W/YBR043C/YCR028C/YIL088C/YGR191W/YGL077C/YJL079C/YEL062W/YPL265W/YNL065W/YJL193W/YGR260W/YEL063C/YMR246W/YNL101W/YOR348C/YDL210W/YKR039W/YJR152W"
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process",79,-0.502446757997135,-2.02046143190129,9.1648192176433e-06,0.00017382263864474,0.000135277284253327,755,"tags=35%, list=12%, signal=32%","YAR015W/YBR127C/YMR205C/YJL005W/YOR347C/YOL056W/YGR192C/YDR399W/YGR240C/YJR105W/Q0085/YOR344C/YLR446W/YDL021W/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0055082","GO:0055082","intracellular chemical homeostasis",209,-0.369192076672167,-1.7129228438434,9.06340774156968e-06,0.00017382263864474,0.000135277284253327,1385,"tags=38%, list=21%, signal=31%","YNL321W/YDL170W/YLR047C/YDL171C/YLR126C/YOR079C/YPL224C/YLR083C/YJL084C/YLR034C/YDR205W/YPR138C/YDL035C/YHR050W/YDL185W/YPL036W/YGL166W/YER125W/YGR038W/YJR033C/YMR116C/YDR376W/YDR107C/YGR121C/YOR270C/YER113C/YCR044C/YJL110C/YKL168C/YLL051C/YMR058W/YHL040C/YGL160W/YBR127C/YMR205C/YMR216C/YKL175W/YHR175W/YGL227W/YCR008W/YLR220W/YIL090W/YNL201C/YOR371C/YCL017C/YDR436W/YJR106W/YJL129C/YDR506C/YBR043C/YEL027W/YPL203W/YDL138W/YDL206W/YGR240C/YBR295W/YOL152W/YDR270W/YKR021W/YOL130W/YLR446W/YOR384W/YEL065W/YGR257C/YLR214W/YMR021C/YAL056W/YFL050C/YIR033W/YOR381W/YGL008C/YLR447C/YLR023C/YDR089W/YDR492W/YGL253W/YNL142W/YOL002C/YKR034W"
"GO:0015695","GO:0015695","organic cation transport",39,-0.620475265123366,-2.14299255339531,9.82543266540982e-06,0.000182637963180445,0.000142137801227984,460,"tags=33%, list=7%, signal=31%","YOR100C/YPR058W/YIL088C/YGR191W/YGL077C/YLR237W/YPL274W/YEL063C/YMR246W/YHL016C/YNL101W/YDL210W/YOR273C"
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process",70,-0.520022787464749,-2.04387578606705,9.84600393923014e-06,0.000182637963180445,0.000142137801227984,248,"tags=39%, list=4%, signal=37%","YBR127C/YMR205C/YOR347C/YOL056W/YER005W/YGR192C/YGR240C/Q0085/YNR012W/YOR344C/YLR446W/YDL021W/YCR026C/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0000097","GO:0000097","sulfur amino acid biosynthetic process",36,0.659396020295043,2.12558277685702,1.07314644217299e-05,0.000196899042868261,0.000153236471376646,416,"tags=39%, list=6%, signal=37%","YKL001C/YPR167C/YLR303W/YKR069W/YMR009W/YIR017C/YNL277W/YAL012W/YER052C/YLL062C/YJR137C/YNL103W/YGR204W/YGL184C"
"GO:0006631","GO:0006631","fatty acid metabolic process",73,-0.503316277168993,-1.99291122001762,1.22830691790001e-05,0.000222944309399485,0.0001735061724436,591,"tags=38%, list=9%, signal=35%","YOR221C/YBR222C/YER125W/YAL051W/YBR026C/YBR041W/YER061C/YPR128C/YIL009W/YOR100C/YJR019C/YDL015C/YNR016C/YEL020C/YOR363C/YMR207C/YHR067W/YKR009C/YPL231W/YGL205W/YIR033W/YMR272C/YKL182W/YJL196C/YMR246W/YOL002C/YPL095C/YGL055W"
"GO:0141124","GO:0141124","intracellular signaling cassette",129,-0.432625838392109,-1.89020215547707,1.42664277932628e-05,0.000256188618244974,0.00019937852055982,1849,"tags=50%, list=29%, signal=36%","YNL204C/YNL283C/YOR370C/YBR103W/YBR036C/YGR040W/YLR229C/YNL128W/YLR433C/YDR170C/YKL190W/YDR162C/YOR231W/YOL001W/YMR055C/YJL085W/YDL240W/YHR182W/YJL134W/YIL113W/YNL053W/YDR389W/YNL298W/YGL195W/YDR103W/YCR027C/YKR055W/YDR379W/YLR362W/YLR425W/YOR127W/YDL073W/YJR031C/YCL032W/YJL005W/YOR371C/YOL113W/YAL048C/YPR095C/YPL031C/YHL007C/YEL022W/YOR008C/YLR310C/YDR466W/YCR073C/YPL203W/YOR171C/YDL206W/YBR140C/YHL023C/YLL016W/YNR031C/YOR360C/YER075C/YKL203C/YLR371W/YPL115C/YER155C/YLR422W/YAL056W/YDR006C/YJR138W/YER136W"
"GO:0016052","GO:0016052","carbohydrate catabolic process",98,-0.461340132072216,-1.91557217412781,1.55319746527522e-05,0.000275978665408902,0.000214780103785426,760,"tags=34%, list=12%, signal=30%","YMR164C/YGR287C/YFR021W/YMR205C/YOR347C/YOL056W/YNL242W/YOR120W/YGR192C/YLR300W/YOR190W/YIL050W/YML070W/YJR096W/YJL216C/YGR240C/YOR344C/YGL156W/YLR446W/YDL021W/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0045333","GO:0045333","cellular respiration",109,0.490604075470621,1.9218715431846,1.61176955388667e-05,0.000280826643963114,0.000218553037955828,852,"tags=38%, list=13%, signal=33%","YMR002W/YPL271W/YPR191W/YDR529C/YER065C/YKL148C/YJR120W/YKL085W/YJR121W/YOR065W/YFL018C/YPL262W/YNL037C/YBL030C/YJL166W/YMR030W/YNR001C/YEL039C/YBR010W/YOR136W/YNR074C/YFR049W/YBL045C/YJL045W/YMR081C/YNL117W/YJR048W/YFR033C/YDR148C/YMR256C/YOR355W/YLR174W/YDL067C/YGL226W/YLR154W-C/YHR001W-A/YDR031W/YDR487C/YGL191W/YML120C/YML110C"
"GO:0048878","GO:0048878","chemical homeostasis",241,-0.357376451119334,-1.68341910658787,1.61375500381647e-05,0.000280826643963114,0.000218553037955828,1094,"tags=31%, list=17%, signal=27%","YDL035C/YHR050W/YDL185W/YPL036W/YGL166W/YER125W/YGR038W/YJR033C/YMR116C/YDR376W/YDR107C/YGR121C/YOR270C/YLR253W/YER113C/YCR044C/YJL110C/YPL109C/YKL168C/YLL051C/YMR058W/YHL040C/YGL160W/YBR127C/YMR205C/YMR216C/YKL175W/YHR175W/YGL227W/YCR008W/YLR220W/YIL090W/YNL201C/YOR371C/YCL017C/YDR436W/YAL048C/YJR106W/YPL031C/YAL053W/YJL129C/YDR506C/YBR043C/YEL027W/YPL203W/YDL138W/YDL206W/YGR240C/YBR295W/YNL087W/YLR087C/YOL152W/YDR270W/YKR021W/YOL130W/YLR446W/YOR384W/YEL065W/YGR257C/YLR214W/YBR235W/YMR021C/YAL056W/YFL050C/YIR033W/YOR381W/YGL008C/YLR447C/YLR023C/YDR089W/YDR492W/YGL253W/YNL142W/YOL002C/YKR034W"
"GO:0006511","GO:0006511","ubiquitin-dependent protein catabolic process",186,0.424527926076362,1.76611339294336,1.72642255544295e-05,0.000297367476896704,0.000231425923651214,1150,"tags=37%, list=18%, signal=31%","YPL106C/YPR103W/YHR027C/YDL007W/YBR169C/YFR004W/YAL005C/YIL075C/YBR173C/YBL041W/YNL007C/YDR363W-A/YBR101C/YGL011C/YFR010W/YFR052W/YDR427W/YGR253C/YGL048C/YBR114W/YOR261C/YKL054C/YNL155W/YDR394W/YHR200W/YDR177W/YOL038W/YJL144W/YBR158W/YGR048W/YER021W/YOR157C/YOR257W/YDR002W/YGR135W/YDR054C/YFR050C/YBL058W/YDR358W/YLL024C/YDL126C/YDR219C/YML092C/YBR082C/YPL009C/YNR075W/YOR259C/YHL002W/YER012W/YBR172C/YDR255C/YEL012W/YGL116W/YER094C/YMR314W/YBR290W/YDR273W/YEL037C/YBR105C/YOR362C/YNR006W/YPR108W/YMR276W/YJL001W/YDL097C/YFR036W/YDL132W/YMR100W"
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process",59,-0.529307107010002,-2.00978566465677,1.8412871476912e-05,0.000313948758111388,0.000244330288178481,337,"tags=32%, list=5%, signal=31%","YGR240C/Q0085/YOR344C/YLR446W/YDL021W/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0000096","GO:0000096","sulfur amino acid metabolic process",46,0.60851383055981,2.04697203056928,1.94198091967174e-05,0.00032780637924059,0.000255114967131614,416,"tags=35%, list=6%, signal=33%","YKL001C/YPR167C/YLR303W/YKR069W/YJR010W/YMR009W/YIR017C/YNL277W/YAL012W/YER052C/YLL062C/YDR253C/YJR137C/YNL103W/YGR204W/YGL184C"
"GO:0017004","GO:0017004","cytochrome complex assembly",42,0.616947609230244,2.04284416815029,2.0661040711072e-05,0.000341919967845975,0.000266098852501732,1414,"tags=55%, list=22%, signal=43%","YDR529C/YLL009C/YDR079W/YLR218C/YPL189C-A/YJR034W/YML129C/YBR024W/YKL137W/YJL062W-A/YBR120C/YLR203C/YMR244C-A/YDR493W/YKL087C/YNR018W/YER058W/YDR231C/YDR381C-A/YML030W/YLR038C/YNL005C/YGR183C"
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process",62,-0.528527532416751,-2.02877304686059,2.06109810366831e-05,0.000341919967845975,0.000266098852501732,729,"tags=42%, list=11%, signal=38%","YBR127C/YMR205C/YOR347C/YOL056W/YER005W/YGR192C/YGR240C/Q0085/YNR012W/YOR344C/YLR446W/YDL021W/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:1902652","GO:1902652","secondary alcohol metabolic process",49,-0.570510136475377,-2.09069936215889,2.19144329979519e-05,0.000359141387383911,0.00027950140400045,1190,"tags=57%, list=18%, signal=47%","YNL009W/YML008C/YLR228C/YER125W/YCR048W/YMR220W/YNL280C/YJL167W/YML126C/YNR019W/YHR190W/YMR208W/YMR226C/YGL012W/YLR450W/YMR202W/YAL061W/YLR100W/YPL028W/YHR072W/YNR043W/YGL001C/YGR175C/YLR056W/YHR007C/YML075C/YMR015C/YGR060W"
"GO:0015846","GO:0015846","polyamine transport",14,-0.801213090607135,-2.10393351851008,2.51525042772617e-05,0.000404356449714455,0.000314689978326041,875,"tags=79%, list=14%, signal=68%","YKL174C/YBR132C/YBR043C/YPR156C/YNR055C/YGR138C/YPL274W/YHL016C/YDL210W/YKR039W/YOR273C"
"GO:0035556","GO:0035556","intracellular signal transduction",337,-0.319596990175119,-1.5575969529296,2.50918940222328e-05,0.000404356449714455,0.000314689978326041,1849,"tags=40%, list=29%, signal=30%","YBR103W/YBR036C/YGR188C/YKL126W/YJL013C/YGR040W/YLR229C/YHR115C/YBR270C/YNL128W/YLR433C/YBR274W/YJR143C/YGL100W/YPL160W/YGL190C/YDR170C/YNL164C/YKL190W/YDR162C/YKR087C/YOR231W/YOL001W/YHR082C/YMR055C/YJL085W/YGL252C/YDL240W/YBL046W/YBR028C/YHR182W/YJL134W/YGR057C/YIL113W/YNL116W/YNL053W/YDR499W/YDL235C/YBR186W/YJL058C/YPL268W/YER173W/YDR389W/YNL267W/YNL298W/YGL195W/YDR103W/YLR288C/YML065W/YER093C/YCR027C/YKR055W/YNL161W/YJL087C/YLR452C/YAL016W/YDR379W/YLR305C/YNL127W/YBL104C/YHL020C/YLR362W/YFL044C/YMR168C/YLR425W/YOR127W/YDL188C/YDR122W/YDL073W/YJR031C/YGR225W/YNL201C/YCL032W/YJL005W/YOR371C/YOL113W/YKL171W/YDR128W/YAL048C/YPR095C/YHR206W/YPL031C/YHL007C/YKR028W/YLR361C/YLR240W/YAL041W/YEL022W/YOR008C/YLR310C/YOR051C/YNL307C/YDR466W/YLR096W/YCR073C/YAL021C/YPL203W/YKL176C/YOR233W/YAL017W/YHR029C/YOR171C/YDL206W/YHR102W/YBR140C/YML121W/YIL146C/YIL147C/YHR079C/YHL023C/YIL072W/YLL016W/YNR031C/YOR360C/YBL105C/YER075C/YBR136W/YKL203C/YLR371W/YPL115C/YBL088C/YHR205W/YOL138C/YEL062W/YER155C/YLR422W/YAL056W/YDR006C/YHR186C/YJR066W/YJR138W/YDR420W/YKR031C/YFL033C/YER136W/YGL008C"
"GO:0007154","GO:0007154","cell communication",416,-0.299294359784714,-1.49519209769648,3.08117938305723e-05,0.000481576925796352,0.000374786731974213,861,"tags=22%, list=13%, signal=20%","YNL323W/YLR362W/YDR277C/YFL044C/YMR168C/YLR425W/YOR127W/YDR422C/YDL188C/YBL056W/YDR122W/YDL073W/YJR031C/YGR225W/YNL201C/YIL169C/YCL032W/YJL005W/YOR371C/YOR107W/YOL113W/YKL171W/YDR128W/YAL048C/YPR095C/YOR090C/YHR206W/YPL031C/YHL007C/YDR264C/YKR028W/YLR361C/YLR240W/YAL041W/YEL022W/YOR008C/YLR310C/YOR051C/YNL307C/YDR466W/YLR096W/YCR073C/YAL021C/YHR046C/YPL203W/YKL176C/YDL138W/YOR233W/YAL017W/YHR029C/YOR171C/YDL206W/YHR102W/YBR140C/YML121W/YIL146C/YIL147C/YHR079C/YHL023C/YIL072W/YLL016W/YNR031C/YOR360C/YBL105C/YER075C/YBR136W/YKL203C/YBR203W/YLR371W/YPL115C/YBL088C/YHR205W/YOL138C/YPL179W/YEL062W/YER155C/YIL047C/YLR422W/YAL056W/YDR006C/YHR186C/YJR066W/YCR079W/YJR138W/YDR420W/YKR031C/YFL033C/YER136W/YGL008C/YGL253W/YOR047C"
"GO:0007165","GO:0007165","signal transduction",416,-0.299294359784714,-1.49519209769648,3.08117938305723e-05,0.000481576925796352,0.000374786731974213,861,"tags=22%, list=13%, signal=20%","YNL323W/YLR362W/YDR277C/YFL044C/YMR168C/YLR425W/YOR127W/YDR422C/YDL188C/YBL056W/YDR122W/YDL073W/YJR031C/YGR225W/YNL201C/YIL169C/YCL032W/YJL005W/YOR371C/YOR107W/YOL113W/YKL171W/YDR128W/YAL048C/YPR095C/YOR090C/YHR206W/YPL031C/YHL007C/YDR264C/YKR028W/YLR361C/YLR240W/YAL041W/YEL022W/YOR008C/YLR310C/YOR051C/YNL307C/YDR466W/YLR096W/YCR073C/YAL021C/YHR046C/YPL203W/YKL176C/YDL138W/YOR233W/YAL017W/YHR029C/YOR171C/YDL206W/YHR102W/YBR140C/YML121W/YIL146C/YIL147C/YHR079C/YHL023C/YIL072W/YLL016W/YNR031C/YOR360C/YBL105C/YER075C/YBR136W/YKL203C/YBR203W/YLR371W/YPL115C/YBL088C/YHR205W/YOL138C/YPL179W/YEL062W/YER155C/YIL047C/YLR422W/YAL056W/YDR006C/YHR186C/YJR066W/YCR079W/YJR138W/YDR420W/YKR031C/YFL033C/YER136W/YGL008C/YGL253W/YOR047C"
