"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0009057","GO:0009057","macromolecule catabolic process",477,0.300742495855114,1.370547126593,0.0018672574846841,0.0157596531707338,0.012264933373083,1323,"tags=29%, list=20%, signal=25%","YPL106C/YKR075C/YJL034W/YNR067C/YPR103W/YHR027C/YDL007W/YBR286W/YBR169C/YFR004W/YAL005C/YIL075C/YBR173C/YDL079C/YBL041W/YNL007C/YDR363W-A/YBR101C/YIL123W/YLR192C/YKL101W/YOL123W/YGL011C/YFR010W/YFR052W/YDR427W/YGR253C/YGL048C/YBR114W/YOR261C/YKL054C/YLR270W/YNL155W/YKL204W/YDR394W/YHR200W/YKL009W/YDR177W/YOL038W/YGL222C/YGL173C/YJL144W/YJR014W/YBR158W/YLR330W/YGR048W/YER021W/YOR157C/YPL190C/YFL016C/YOR257W/YDR002W/YGR135W/YLR167W/YLR378C/YDR054C/YNL147W/YPR184W/YIL162W/YCL043C/YFR050C/YJL140W/YBL058W/YDR358W/YJR117W/YNL135C/YNL157W/YLL024C/YDL126C/YDR219C/YML092C/YBR082C/YPL009C/YNR075W/YOR259C/YFR017C/YMR067C/YOR167C/YBR056W/YER146W/YLR154C/YLR286C/YPL154C/YHL002W/YER012W/YBR172C/YDR255C/YDL165W/YMR184W/YPL184C/YEL012W/YFL038C/YJL151C/YGL116W/YER094C/YKR094C/YKL023W/YMR314W/YBR290W/YDR273W/YEL037C/YBL022C/YER112W/YBR105C/YNL016W/YOR362C/YNR006W/YPR108W/YMR276W/YJL001W/YGR271C-A/YDR430C/YIL161W/YDL097C/YMR115W/YFR036W/YDL095W/YDL132W/YLR145W/YMR100W/YNL001W/YKR042W/YJL208C/YOR117W/YOL115W/YPR072W/YOR197W/YPR160W/YFL062W/YLL013C/YDR330W/YNL251C/YHR081W/YJL124C/YDL091C/YBR257W/YNR024W/YGR066C"
"GO:0006661","GO:0006661","phosphatidylinositol biosynthetic process",56,-0.448544521625209,-1.68646543519242,0.00188271954040598,0.0158110974338572,0.0123049698163219,1503,"tags=48%, list=23%, signal=37%","YNL106C/YPL076W/YPR113W/YJR013W/YDR287W/YNL267W/YJL062W/YOR149C/YPL175W/YLR386W/YFL025C/YLR305C/YLR088W/YLR459W/YIL039W/YDR434W/YCR044C/YLL031C/YOR109W/YNL054W/YIL002C/YDR017C/YLR240W/YGL142C/YHR046C/YCR017C/YCL052C"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",56,-0.447112255291427,-1.68108031164401,0.00204643226206006,0.0171008794968187,0.0133087413395047,1694,"tags=48%, list=26%, signal=36%","YOR260W/YDR162C/YOL001W/YMR055C/YDL240W/YBL046W/YIL113W/YNL053W/YDR389W/YDR103W/YLR452C/YMR116C/YNL201C/YOR371C/YPL031C/YDR264C/YLR361C/YBR140C/YHL023C/YER075C/YPL115C/YPL179W/YEL062W/YER155C/YAL056W/YJR138W/YGL253W"
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process",38,-0.519075877129486,-1.79263407065227,0.00213336674320131,0.0177395224754867,0.0138057645606183,1085,"tags=37%, list=17%, signal=31%","YGR061C/YLR359W/YJR133W/YHL011C/YMR120C/YAR015W/YER099C/YDR399W/YMR271C/YOL061W/YJR105W/YKL181W/YNR012W/YNL141W"
"GO:0060261","GO:0060261","positive regulation of transcription initiation by RNA polymerase II",16,0.682334520408462,1.78647190584274,0.00228250452071424,0.0188866060341453,0.0146984811241041,1199,"tags=56%, list=19%, signal=46%","YGL048C/YKL054C/YDR394W/YGL173C/YMR039C/YGL207W/YOR259C/YEL009C/YOR117W"
"GO:0006720","GO:0006720","isoprenoid metabolic process",21,-0.604688119699731,-1.77670708537558,0.00229797426885679,0.0189218564186842,0.0147259146985021,1586,"tags=62%, list=25%, signal=47%","YNR041C/YBR003W/YOR311C/YER125W/YMR220W/YJL167W/YML126C/YHR190W/YMR208W/YLR450W/YHR072W/YNR043W/YML075C"
"GO:0042255","GO:0042255","ribosome assembly",82,0.438352148846501,1.64921041434759,0.00232090656505278,0.0190179139893645,0.014800671401052,2453,"tags=63%, list=38%, signal=40%","YER131W/YDR447C/YLR204W/YKL009W/YGL189C/YJR113C/YLR167W/YLR009W/YGR085C/YOR167C/YLR340W/YKR094C/YNR037C/YOL121C/YNL302C/YFL002C/YNR054C/YDL031W/YDR060W/YPL146C/YKL006W/YOR369C/YAL035W/YIL070C/YDR025W/YEL054C/YML073C/YLL008W/YPR041W/YHR066W/YLR264W/YOL040C/YGL099W/YHL001W/YDR418W/YJR123W/YBR048W/YJL191W/YLR022C/YLR221C/YPR112C/YKL156W/YNL061W/YOL127W/YOR063W/YHR021C/YML024W/YKR081C/YPR102C/YOL077C/YLR448W/YGL064C"
"GO:1904659","GO:1904659","D-glucose transmembrane transport",11,-0.741776323609472,-1.84743823114794,0.00234560413234742,0.0191274385285142,0.0148859087575366,853,"tags=55%, list=13%, signal=47%","YDR277C/YHR096C/YPL026C/YGL253W/YDR345C/YHR094C"
"GO:0009967","GO:0009967","positive regulation of signal transduction",28,-0.554221605612892,-1.75105925382265,0.00241034464875199,0.0194672811822649,0.0151503909425459,959,"tags=43%, list=15%, signal=37%","YBL104C/YDR122W/YOR371C/YDR128W/YPR095C/YOR051C/YLR096W/YKL176C/YML121W/YKL203C/YOL138C/YGL008C"
"GO:0010647","GO:0010647","positive regulation of cell communication",28,-0.554221605612892,-1.75105925382265,0.00241034464875199,0.0194672811822649,0.0151503909425459,959,"tags=43%, list=15%, signal=37%","YBL104C/YDR122W/YOR371C/YDR128W/YPR095C/YOR051C/YLR096W/YKL176C/YML121W/YKL203C/YOL138C/YGL008C"
"GO:0031669","GO:0031669","cellular response to nutrient levels",147,-0.349278313343404,-1.55188139213907,0.00242319948635557,0.0194779082522296,0.01515866144848,1016,"tags=31%, list=16%, signal=26%","YGR162W/YLR305C/YPL166W/YHR171W/YHL020C/YOR330C/YJL110C/YJL083W/YMR058W/YNL209W/YER129W/YBR239C/YOL113W/YDR128W/YHL007C/YLR240W/YLR312C/YLR053C/YDR506C/YBR097W/YOR062C/YCR081W/YKL048C/YJL056C/YDR517W/YML121W/YLR173W/YHL023C/YBL105C/YPL280W/YKL203C/YGR233C/YGL156W/YMR037C/YOR391C/YEL062W/YIL047C/YCR026C/YIR033W/YHR186C/YJR066W/YJR138W/YKL062W/YFL033C/YKR034W"
"GO:0005975","GO:0005975","carbohydrate metabolic process",259,-0.296337149813594,-1.40549652105939,0.00247248539909635,0.0197798831927708,0.0153936731258281,779,"tags=25%, list=12%, signal=23%","YJR075W/YOL059W/YMR164C/YGR287C/YFR021W/YMR205C/YBR145W/YGL227W/YER129W/YBR239C/YOL132W/YOR336W/YDL049C/YOR347C/YDR017C/YOL056W/YNL242W/YPL031C/YOR120W/YGR192C/YDL085W/YLR300W/YDL236W/YLR189C/YGL134W/YOR190W/YHR101C/YIL050W/YML070W/YAL017W/YGR256W/YKL048C/YJR096W/YOL030W/YJL216C/YGR240C/YOR344C/YGL156W/YLR446W/YDL021W/YML051W/YGR143W/YLR044C/YCR005C/YJR009C/YDR420W/YDR050C/YBR196C/YOL136C/YPL075W/YLR134W/YIR031C/YIL053W/YGR254W/YCL018W/YGL253W/YOL086C/YOR047C/YHR183W/YOL126C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0038202","GO:0038202","TORC1 signaling",33,-0.540579768085839,-1.79731836136894,0.00250438198697887,0.019891328282647,0.0154804051488797,959,"tags=36%, list=15%, signal=31%","YBL104C/YDL188C/YDR128W/YKL176C/YML121W/YHL023C/YKL203C/YOL138C/YEL062W/YJR066W/YJR138W/YGL008C"
"GO:0009066","GO:0009066","aspartate family amino acid metabolic process",59,0.487773143233977,1.72142144265285,0.00250998395983638,0.019891328282647,0.0154804051488797,448,"tags=24%, list=7%, signal=22%","YKL001C/YPR167C/YLR303W/YKR069W/YMR009W/YIR017C/YNL277W/YER052C/YLL062C/YGR124W/YNL103W/YGR204W/YGL184C/YDR148C"
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process",51,-0.454495219824375,-1.68748181289826,0.00260969428086708,0.0204891346330402,0.0159456473073298,919,"tags=29%, list=14%, signal=25%","YLR359W/YJR133W/YHL011C/YMR120C/YAR015W/YER099C/YDR399W/YBR242W/YGL101W/YMR271C/YOL061W/YJR105W/YKL181W/YNR012W/YNL141W"
"GO:0006873","GO:0006873","intracellular monoatomic ion homeostasis",163,-0.329507108803964,-1.48552838382881,0.00259965671741289,0.0204891346330402,0.0159456473073298,1084,"tags=30%, list=17%, signal=26%","YHR050W/YDL185W/YPL036W/YGL166W/YJR033C/YDR376W/YDR107C/YOR270C/YER113C/YCR044C/YKL168C/YLL051C/YMR058W/YHL040C/YGL160W/YBR127C/YMR205C/YMR216C/YKL175W/YHR175W/YCR008W/YLR220W/YIL090W/YCL017C/YDR436W/YJR106W/YJL129C/YDR506C/YEL027W/YDL206W/YGR240C/YBR295W/YOL152W/YDR270W/YKR021W/YOL130W/YOR384W/YEL065W/YGR257C/YLR214W/YMR021C/YFL050C/YIR033W/YOR381W/YGL008C/YLR447C/YLR023C/YDR492W/YOL002C"
"GO:0006665","GO:0006665","sphingolipid metabolic process",56,-0.443518216138396,-1.66756722094266,0.00270289764804091,0.0211226445828382,0.0164386757541669,1567,"tags=41%, list=24%, signal=31%","YOR365C/YJL134W/YOR245C/YPL145C/YHL003C/YER093C/YBR265W/YBR159W/YMR160W/YGR038W/YDR072C/YPL221W/YAL053W/YER005W/YOR171C/YKL008C/YGL139W/YHR205W/YMR272C/YGR143W/YJR066W/YPL006W/YJL196C"
"GO:0050801","GO:0050801","monoatomic ion homeostasis",169,-0.324391606279915,-1.47548932478175,0.00271586825532063,0.0211262009906968,0.0164414435248127,1084,"tags=30%, list=17%, signal=26%","YHR050W/YDL185W/YPL036W/YGL166W/YJR033C/YDR376W/YDR107C/YOR270C/YER113C/YCR044C/YKL168C/YLL051C/YMR058W/YHL040C/YGL160W/YBR127C/YMR205C/YMR216C/YKL175W/YHR175W/YCR008W/YLR220W/YIL090W/YCL017C/YDR436W/YJR106W/YAL053W/YJL129C/YDR506C/YEL027W/YDL206W/YGR240C/YBR295W/YOL152W/YDR270W/YKR021W/YOL130W/YOR384W/YEL065W/YGR257C/YLR214W/YBR235W/YMR021C/YFL050C/YIR033W/YOR381W/YGL008C/YLR447C/YLR023C/YDR492W/YOL002C"
"GO:0022904","GO:0022904","respiratory electron transport chain",40,0.533776637912175,1.75713250079576,0.00273616114346655,0.021186422065007,0.0164883105120534,1026,"tags=45%, list=16%, signal=38%","YPR191W/YDR529C/YKL148C/YOR065W/YJL166W/YEL039C/YNR074C/YJL045W/YJR048W/YFR033C/YMR256C/YDL067C/YGL226W/YHR001W-A/YGL191W/YML120C/YLR395C/YPR140W"
"GO:0005977","GO:0005977","glycogen metabolic process",42,0.516392040298662,1.70988338753682,0.00279996336722516,0.0215814528030871,0.0167957427651862,717,"tags=31%, list=11%, signal=28%","YFR015C/YMR105C/YLR258W/YOR178C/YEL011W/YER054C/YJL137C/YFR003C/YKR058W/YMR311C/YPR184W/YBL058W/YFR017C"
"GO:0046467","GO:0046467","membrane lipid biosynthetic process",75,-0.415573631414359,-1.65521540651441,0.00281730964656604,0.0216164485609249,0.016822978176624,1480,"tags=41%, list=23%, signal=32%","YJL134W/YPL076W/YJR013W/YJL062W/YHL003C/YOR149C/YPL175W/YER093C/YBR265W/YBR159W/YFL025C/YLR088W/YGR038W/YLR459W/YDR072C/YIL039W/YDR434W/YCR044C/YPL221W/YLL031C/YAL053W/YGL142C/YOR171C/YKL008C/YCR017C/YCL052C/YGL139W/YHR205W/YGR143W/YJR066W/YJL196C"
"GO:0015851","GO:0015851","nucleobase transport",10,-0.758852177758712,-1.84389548387847,0.00287406557400361,0.0219521388638827,0.0170842287990307,1491,"tags=90%, list=23%, signal=69%","YER060W-A/YOR071C/YAL022C/YBL042C/YBR021W/YER060W/YIR028W/YLR237W/YER056C"
"GO:0070972","GO:0070972","protein localization to endoplasmic reticulum",57,0.47236558611622,1.64668093596779,0.00303007670777759,0.0229361860212044,0.0178500624560134,1486,"tags=42%, list=23%, signal=33%","YER103W/YJL034W/YAL005C/YKL065C/YKL073W/YER019C-A/YDR086C/YKL122C/YLR378C/YJR117W/YDL072C/YMR040W/YLL024C/YML055W/YKL154W/YDL100C/YGL200C/YDL092W/YBL040C/YAL007C/YPL210C/YML105C/YIR022W/YOL111C"
"GO:0036211","GO:0036211","protein modification process",394,-0.267623612603456,-1.32971322793042,0.0030181956722214,0.0229361860212044,0.0178500624560134,1655,"tags=41%, list=26%, signal=32%","YDR198C/YBR205W/YPR093C/YJL013C/YHR115C/YNL119W/YBR246W/YER001W/YLR207W/YLR195C/YEL019C/YEL002C/YDR307W/YOR085W/YJR143C/YKL059C/YOR034C/YGR227W/YJL046W/YIL103W/YCR084C/YDR140W/YMR223W/YIL043C/YNL008C/YGL155W/YBL020W/YDR414C/YIL156W/YDR265W/YHR134W/YHR204W/YPL096W/YCR066W/YGR133W/YDR266C/YLR127C/YNR007C/YDR435C/YDR465C/YLR032W/YBR028C/YIR038C/YHR075C/YNL116W/YOR099W/YDL093W/YJL186W/YBL084C/YKL191W/YAR002W/YLR128W/YIL085C/YHR109W/YNL219C/YNL311C/YDR313C/YML019W/YJL183W/YDR103W/YOR021C/YKL034W/YLR368W/YOL117W/YER116C/YLR057W/YJL047C/YBL082C/YNL092W/YNL048W/YJR062C/YGR123C/YAL020C/YLL036C/YMR308C/YGL240W/YKR017C/YMR153W/YDL190C/YBR199W/YLR143W/YGR184C/YER125W/YDR459C/YLR445W/YBL067C/YMR119W/YJL149W/YHR171W/YML029W/YDL013W/YBR058C/YGL027C/YMR026C/YIL014W/YFR005C/YNR047W/YEL066W/YJL197W/YPL054W/YFL044C/YIL073C/YDR118W/YBR216C/YNR069C/YJL139C/YHL039W/YLR347C/YMR080C/YBR030W/YNR059W/YPR073C/YJR075W/YIL046W/YOL003C/YBL056W/YDR131C/YHR068W/YDL073W/YPR176C/YGL141W/YML068W/YMR275C/YDR483W/YPL084W/YLR224W/YCR008W/YMR013C/YFL009W/YOR336W/YOR371C/YLR097C/YJR036C/YNL172W/YOR090C/YDR264C/YKL019W/YER005W/YOR320C/YGR036C/YDL090C/YNL029C/YGL211W/YLR352W/YDR457W/YER049W/YGL257C/YMR304W/YLR246W/YGR003W/YOR002W/YAL040C/YPL150W/YOR067C/YJR061W/YGR052W/YMR247C/YJR066W/YIL071C/YLR024C/YCR032W"
"GO:1902600","GO:1902600","proton transmembrane transport",104,0.415358868952135,1.62182897405699,0.0030458538057826,0.0229526840364332,0.0178629020188754,857,"tags=31%, list=13%, signal=27%","YNR072W/YPL271W/YPR191W/YDR529C/YML081C-A/YEL069C/YKL016C/YDR322C-A/YJR121W/YDR536W/YOR065W/YDR343C/YOL077W-A/YBL099W/YJL166W/YKL217W/YPL078C/YOL027C/YBR298C/YBL045C/YFR033C/YMR256C/YDL067C/YLR295C/YHR039C-A/YHR001W-A/YPR020W/YCL005W-A/YGL191W/YDR342C/YML120C/YDR377W"
"GO:1902533","GO:1902533","positive regulation of intracellular signal transduction",27,-0.57269097581945,-1.81071969552035,0.00310000933145019,0.0232569588955019,0.0180997036053794,959,"tags=44%, list=15%, signal=38%","YBL104C/YDR122W/YOR371C/YDR128W/YPR095C/YOR051C/YLR096W/YKL176C/YML121W/YKL203C/YOL138C/YGL008C"
"GO:0042908","GO:0042908","xenobiotic transport",14,-0.683443581819352,-1.79467844030196,0.00311466658597242,0.0232635274208913,0.0181048155533003,1564,"tags=71%, list=24%, signal=54%","YNR070W/YHR032W/YPR198W/YHL035C/YIL121W/YOR328W/YGR281W/YDR338C/YNL065W/YDR406W"
"GO:0019646","GO:0019646","aerobic electron transport chain",35,0.541206130202813,1.73520535778055,0.00313344966206425,0.0233007181919139,0.0181337592314221,917,"tags=46%, list=14%, signal=39%","YPR191W/YDR529C/YKL148C/YOR065W/YJL166W/YEL039C/YJL045W/YJR048W/YFR033C/YMR256C/YDL067C/YGL226W/YHR001W-A/YGL191W/YML120C/YLR395C"
"GO:0006497","GO:0006497","protein lipidation",16,-0.642892490624668,-1.77249881787228,0.00322157763790801,0.0235412253367477,0.0183209336619239,1792,"tags=56%, list=28%, signal=41%","YLR195C/YOR034C/YNR007C/YDR459C/YHR171W/YOL003C/YDR264C/YLR246W/YCR032W"
"GO:0042157","GO:0042157","lipoprotein metabolic process",16,-0.642892490624668,-1.77249881787228,0.00322157763790801,0.0235412253367477,0.0183209336619239,1792,"tags=56%, list=28%, signal=41%","YLR195C/YOR034C/YNR007C/YDR459C/YHR171W/YOL003C/YDR264C/YLR246W/YCR032W"
"GO:0042158","GO:0042158","lipoprotein biosynthetic process",16,-0.642892490624668,-1.77249881787228,0.00322157763790801,0.0235412253367477,0.0183209336619239,1792,"tags=56%, list=28%, signal=41%","YLR195C/YOR034C/YNR007C/YDR459C/YHR171W/YOL003C/YDR264C/YLR246W/YCR032W"
"GO:1902532","GO:1902532","negative regulation of intracellular signal transduction",40,-0.498469196244706,-1.7245284393337,0.00319969861933406,0.0235412253367477,0.0183209336619239,1662,"tags=52%, list=26%, signal=39%","YDR162C/YOL001W/YMR055C/YDL240W/YBL046W/YIL113W/YNL053W/YDR389W/YDR103W/YNL201C/YOR371C/YPL031C/YLR361C/YBR140C/YHL023C/YER075C/YPL115C/YEL062W/YER155C/YAL056W/YJR138W"
"GO:0071806","GO:0071806","protein transmembrane transport",87,0.431959620593113,1.64499068205993,0.00328268260009072,0.0238843458144532,0.0185879668099511,865,"tags=28%, list=13%, signal=24%","YER103W/YOR020C/YJL034W/YOR045W/YJR045C/YAL005C/YNL070W/YKL195W/YKL073W/YER019C-A/YLR259C/YNL121C/YDR086C/YKR016W/YOR232W/YLR378C/YPL063W/YPR133W-A/YJR117W/YNR017W/YLL024C/YML055W/YER017C/YBR091C"
"GO:0170040","GO:0170040","proteinogenic amino acid catabolic process",33,-0.529497199288254,-1.76047106228936,0.00342339892679714,0.0246952879847589,0.0192190816942998,739,"tags=39%, list=11%, signal=35%","YEL046C/YDL215C/YJR078W/YBR006W/YKL106W/YHR037W/YFR055W/YLR044C/YLR231C/YLR134W/YCL064C/YLR142W/YGR087C"
"GO:0023056","GO:0023056","positive regulation of signaling",29,-0.535115528282499,-1.73234204257338,0.00341152914957712,0.0246952879847589,0.0192190816942998,959,"tags=41%, list=15%, signal=35%","YBL104C/YDR122W/YOR371C/YDR128W/YPR095C/YOR051C/YLR096W/YKL176C/YML121W/YKL203C/YOL138C/YGL008C"
"GO:0022900","GO:0022900","electron transport chain",41,0.541628639430221,1.78829210107728,0.00362165991870587,0.0260143061394703,0.0202456061748933,1026,"tags=46%, list=16%, signal=39%","YPR191W/YDR529C/YKL148C/YOR065W/YJL166W/YEL039C/YNR074C/YJL045W/YJR048W/YFR033C/YMR256C/YDL067C/YGL226W/YHR001W-A/YPL252C/YGL191W/YML120C/YLR395C/YPR140W"
"GO:0008299","GO:0008299","isoprenoid biosynthetic process",20,-0.623051648571435,-1.80150200224657,0.0037661709965498,0.0269376976363392,0.0209642346284306,1586,"tags=65%, list=25%, signal=49%","YNR041C/YBR003W/YOR311C/YER125W/YMR220W/YJL167W/YML126C/YHR190W/YMR208W/YLR450W/YHR072W/YNR043W/YML075C"
"GO:0006534","GO:0006534","cysteine metabolic process",16,0.663090684296001,1.73608815484188,0.00385087890090245,0.0274273568975668,0.021345311429386,416,"tags=44%, list=6%, signal=41%","YKL001C/YPR167C/YLR303W/YIR017C/YAL012W/YNL103W/YGL184C"
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process",41,-0.493814614260098,-1.72471253721158,0.00402803093533107,0.0285685555413397,0.0222334480641007,1085,"tags=32%, list=17%, signal=27%","YLR359W/YJR133W/YHL011C/YMR120C/YAR015W/YER099C/YDR399W/YMR271C/YOL061W/YJR105W/YKL181W/YNR012W/YNL141W"
"GO:0009116","GO:0009116","nucleoside metabolic process",23,-0.580702448680395,-1.7481785070706,0.00405384463808356,0.0286313378622805,0.0222823083388165,1322,"tags=70%, list=20%, signal=56%","YOR155C/YDR441C/YHR144C/YBR022W/YPR062W/YDR530C/YMR278W/YDR400W/YCL047C/YPL273W/YDR399W/YMR271C/YJR105W/YER043C/YNL129W/YOR047C"
"GO:0030150","GO:0030150","protein import into mitochondrial matrix",25,0.584239518192185,1.7449104587646,0.00423352931099501,0.0297758228206649,0.0231730025443937,1397,"tags=52%, list=22%, signal=41%","YOR045W/YJR045C/YNL070W/YNL121C/YOR232W/YPL063W/YNR017W/YER017C/YJL104W/YPL098C/YKR065C/YLR008C/YIL022W"
"GO:0006576","GO:0006576","biogenic amine metabolic process",25,-0.54766957219164,-1.713652864622,0.00435966236301334,0.0305357264264171,0.0237643967199854,823,"tags=44%, list=13%, signal=39%","YMR020W/YFR047C/YPL103C/YPR069C/YHR068W/YJR078W/YLR044C/YLR231C/YMR170C/YLR134W/YGR087C"
"GO:0043101","GO:0043101","purine-containing compound salvage",15,-0.661054456308559,-1.7716635949218,0.00445955017192881,0.0311062838438671,0.0242084324252595,1493,"tags=60%, list=23%, signal=46%","YOR209C/YMR278W/YDR400W/YCL047C/YJR133W/YDR399W/YJR105W/YNL129W/YNL141W"
"GO:0005978","GO:0005978","glycogen biosynthetic process",23,0.605825641291138,1.77775810758335,0.00452510457062412,0.0311833396427625,0.0242684010190618,717,"tags=48%, list=11%, signal=43%","YFR015C/YMR105C/YLR258W/YOR178C/YEL011W/YER054C/YJL137C/YKR058W/YMR311C/YPR184W/YFR017C"
"GO:0006857","GO:0006857","oligopeptide transport",15,-0.660473283312863,-1.77010601819117,0.00454449144082913,0.0311833396427625,0.0242684010190618,76,"tags=47%, list=1%, signal=46%","YGL114W/YGR184C/YLR188W/YPR194C/YKR093W/YJL212C/YJR152W"
"GO:0015833","GO:0015833","peptide transport",15,-0.660473283312863,-1.77010601819117,0.00454449144082913,0.0311833396427625,0.0242684010190618,76,"tags=47%, list=1%, signal=46%","YGL114W/YGR184C/YLR188W/YPR194C/YKR093W/YJL212C/YJR152W"
"GO:0006790","GO:0006790","sulfur compound metabolic process",132,0.379409655100322,1.52334404181351,0.00449787732347825,0.0311833396427625,0.0242684010190618,569,"tags=20%, list=9%, signal=19%","YKL001C/YPR167C/YFR030W/YLR303W/YKR069W/YJR010W/YOR285W/YMR009W/YIR017C/YNL277W/YAL012W/YER052C/YJL101C/YGR209C/YNR001C/YLL062C/YDR253C/YDR513W/YLL027W/YKR076W/YJR137C/YNL103W/YGR204W/YGL184C/YDR148C/YNL191W/YKL192C"
"GO:0042594","GO:0042594","response to starvation",141,-0.339596719474091,-1.49517081823673,0.00466848762373739,0.0319044822221406,0.024829629466969,1148,"tags=32%, list=18%, signal=27%","YCR009C/YMR297W/YPL149W/YLR228C/YGR162W/YLR305C/YPL166W/YHR171W/YHL020C/YOR330C/YJL083W/YMR058W/YNL209W/YER129W/YBR239C/YOL113W/YDR128W/YHL007C/YLR240W/YLR312C/YLR053C/YDR506C/YGL035C/YBR097W/YOR062C/YKL048C/YJL056C/YDR517W/YML121W/YLR173W/YHL023C/YBL105C/YKL203C/YGR233C/YGL156W/YMR037C/YEL062W/YIL047C/YCR026C/YIR033W/YHR186C/YJR066W/YJR138W/YKL062W/YFL033C"
"GO:0009267","GO:0009267","cellular response to starvation",132,-0.345129295209377,-1.5057495964104,0.00485398778329093,0.0330384329765931,0.0257121254395038,1016,"tags=30%, list=16%, signal=26%","YGR162W/YLR305C/YPL166W/YHR171W/YHL020C/YOR330C/YJL083W/YMR058W/YNL209W/YER129W/YBR239C/YOL113W/YDR128W/YHL007C/YLR240W/YLR312C/YLR053C/YDR506C/YBR097W/YOR062C/YKL048C/YJL056C/YDR517W/YML121W/YLR173W/YHL023C/YBL105C/YKL203C/YGR233C/YGL156W/YMR037C/YEL062W/YIL047C/YCR026C/YIR033W/YHR186C/YJR066W/YJR138W/YKL062W/YFL033C"
"GO:0031929","GO:0031929","TOR signaling",50,-0.45516207218922,-1.68080682898375,0.00498378439900477,0.0337338056092636,0.0262532984537047,1777,"tags=50%, list=27%, signal=37%","YOL078W/YNL047C/YBR270C/YGL100W/YPL160W/YKR087C/YHR082C/YBR028C/YGR057C/YJL058C/YER093C/YBL104C/YDL188C/YDR128W/YKR028W/YKL176C/YML121W/YHL023C/YKL203C/YOL138C/YEL062W/YHR186C/YJR066W/YJR138W/YGL008C"
"GO:1903825","GO:1903825","organic acid transmembrane transport",46,-0.449944397358975,-1.61989590236557,0.00499612049900231,0.0337338056092636,0.0262532984537047,474,"tags=28%, list=7%, signal=26%","YKL120W/YEL064C/YPR058W/YCR028C/YIL088C/YGR191W/YIL166C/YJL193W/YGR260W/YEL063C/YNL101W/YOR348C/YKR039W"
"GO:1902221","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",22,-0.581310735162066,-1.74641226509005,0.00507743091091411,0.0341462285961076,0.0265742662060005,133,"tags=23%, list=2%, signal=22%","YJR078W/YLR044C/YLR231C/YLR134W/YGR087C"
"GO:0006879","GO:0006879","intracellular iron ion homeostasis",54,-0.442975963577878,-1.65903809584074,0.00513866778514507,0.03442091754494,0.0267880425892274,784,"tags=41%, list=12%, signal=36%","YLR047C/YPL224C/YLR034C/YGL166W/YDR376W/YLL051C/YMR058W/YHL040C/YGL160W/YLR220W/YCL017C/YDR506C/YEL027W/YOL152W/YDR270W/YOR384W/YEL065W/YGR257C/YLR214W/YMR021C/YIR033W/YOR381W"
"GO:1903432","GO:1903432","regulation of TORC1 signaling",29,-0.524140059757828,-1.69681090105848,0.0051971816399451,0.034675267226195,0.0269859899590243,959,"tags=34%, list=15%, signal=30%","YBL104C/YDL188C/YDR128W/YKL176C/YML121W/YHL023C/YOL138C/YEL062W/YJR138W/YGL008C"
"GO:0006352","GO:0006352","DNA-templated transcription initiation",88,0.418276231044812,1.59233091120004,0.00526258910634233,0.0349734268169522,0.0272180323444477,1696,"tags=44%, list=26%, signal=33%","YDR174W/YBR089C-A/YKL160W/YPR052C/YGL048C/YKL054C/YDR394W/YGL173C/YER159C/YMR039C/YJL140W/YBR049C/YDR167W/YGL207W/YPR025C/YOR259C/YOR194C/YNL039W/YMR227C/YBR198C/YDL005C/YBR245C/YNR010W/YEL009C/YDR145W/YLR141W/YOR117W/YGL025C/YMR112C/YGR186W/YER148W/YBR123C/YMR005W/YPL129W/YKL144C/YOR340C/YPR168W/YNL151C/YJR017C"
"GO:0042176","GO:0042176","regulation of protein catabolic process",21,0.602477352291826,1.7160905913194,0.00533228876848018,0.0352976605537041,0.0274703669063499,899,"tags=48%, list=14%, signal=41%","YHR027C/YDL007W/YIL075C/YDL079C/YFR010W/YGL048C/YDR394W/YER021W/YOR259C/YGL116W"
"GO:0000045","GO:0000045","autophagosome assembly",44,-0.451626061878967,-1.60477937406416,0.0053627983070789,0.0353609513373015,0.0275196228915891,1700,"tags=48%, list=26%, signal=35%","YGL190C/YDR170C/YKR001C/YPR049C/YLR431C/YNR007C/YNL267W/YDR108W/YPL149W/YPL166W/YHR171W/YDL149W/YDL188C/YFR021W/YBR080C/YNL242W/YLR240W/YLR173W/YHL023C/YEL062W/YJR138W"
"GO:0140115","GO:0140115","export across plasma membrane",17,-0.632054343179694,-1.76511139270504,0.00553448737868237,0.0363510299424741,0.0282901505164677,1066,"tags=76%, list=16%, signal=64%","YLR138W/YHR048W/YJL098W/YHR032W/YPL036W/YHL035C/YIL121W/YOR328W/YBR043C/YDR338C/YNL065W/YDR406W/YGL008C"
